5,16,7
14,20,12
18,9,14
12,14,14
8,5,17
6,15,10
11,1,17
2,17,1
2,4,14
4,13,7
18,4,15
2,7,6
18,4,10
19,19,11
5,1,4
6,5,6
20,12,11
7,13,20
12,10,16
7,18,18
13,12,12
16,18,3
18,15,18
19,16,3
9,3,17
2,17,4
12,12,9
14,18,18
19,1,9
1,1,14
14,17,17
13,20,19
3,6,2
19,1,19
14,16,6
11,4,18
3,9,19
15,18,3
6,18,14
4,4,16
13,6,10
17,17,15
20,3,7
12,4,10
8,20,8
15,8,14
7,8,13
5,14,9
6,4,16
5,15,14
14,17,11
17,3,3
1,3,1
10,15,13
6,11,5
15,3,17
5,8,5
11,10,20
6,18,9
2,17,14
15,14,20
11,17,14
14,2,2
14,20,18
13,18,2
2,13,18
9,1,6
18,9,4
11,20,1
7,1,11
15,10,8
12,5,5
1,3,8
9,20,11
6,19,18
15,4,16
3,5,7
7,1,2
14,15,10
15,3,9
4,10,9
3,19,9
1,12,14
18,6,19
5,18,15
1,18,7
13,2,1
17,8,12
17,20,2
13,12,11
20,8,4
12,3,18
10,18,14
8,14,11
1,10,17
18,9,13
18,19,18
4,12,17
16,9,4
2,20,7
15,4,14
8,12,8
7,15,13
1,9,14
1,17,17
2,18,12
15,9,2
16,19,17
8,11,10
16,20,17
10,1,8
14,18,2
17,4,14
3,14,7
17,6,5
2,5,5
16,12,16
4,2,14
12,9,11
18,11,20
14,10,18
3,16,8
20,4,18
20,14,1
2,3,1
19,6,19
19,14,13
15,13,9
20,4,4
20,10,1
8,12,16
17,1,14
6,16,18
4,18,2
3,1,10
18,15,7
10,14,7
14,7,8
19,4,7
11,19,1
5,16,20
4,6,3
5,16,4
9,11,20
15,8,8
14,16,12
13,4,1
15,16,16
8,18,2
12,12,16
9,17,16
14,8,15
3,9,11
14,19,9
2,4,7
13,8,2
3,5,16
5,11,14
1,12,7
4,14,14
4,9,6
3,10,13
9,11,6
9,10,3
9,17,4
13,4,17
18,12,8
10,20,12
15,20,16
11,10,11
13,3,5
14,16,7
1,5,6
6,14,11
14,13,3
12,15,5
11,9,17
1,13,9
12,10,18
14,1,20
11,2,16
18,17,5
11,9,4
10,18,7
20,5,5
18,1,15
2,7,7
14,3,14
12,9,17
18,15,18
14,4,16
18,18,12
11,15,16
14,14,20
3,17,10
6,10,17
7,15,16
15,13,17
14,10,12
17,9,19
15,5,7
1,18,18
10,11,4
5,16,4
2,15,17
13,5,12
12,16,13
3,16,4
12,13,18
7,13,10
18,15,7
11,17,16
17,17,15
19,18,4
18,1,7
10,15,4
12,18,18
3,19,13
17,14,19
17,7,19
1,4,17
5,3,20
12,18,15
18,9,20
18,10,15
7,1,4
2,1,15
9,6,16
5,8,4
18,13,12
3,3,20
2,20,16
3,5,18
18,11,4
17,9,16
19,13,4
16,6,14
7,10,18
1,3,3
1,12,19
19,4,6
17,18,15
2,2,1
8,9,14
19,7,19
16,13,6
3,6,4
20,6,6
18,3,10
16,3,5
15,20,14
18,6,17
11,13,13
5,20,1
7,8,11
13,20,1
2,13,8
14,18,2
6,18,5
20,17,10
10,1,15
6,11,7
11,14,13
20,6,15
14,18,12
6,12,6
17,3,2
3,11,9
7,3,1
3,4,2
10,10,4
5,20,18
20,1,16
19,1,12
8,3,10
4,18,1
7,19,8
4,5,3
16,8,12
2,8,11
16,16,5
7,14,2
3,2,7
10,13,6
4,1,12
8,6,4
12,1,8
6,19,11
8,18,18
4,14,12
7,5,1
4,11,5
19,19,6
1,1,10
20,13,13
2,16,9
18,19,17
19,14,17
4,10,6
19,6,16
15,15,15
4,11,1
16,17,9
13,14,7
18,12,13
1,15,6
10,2,5
2,9,15
16,10,16
11,3,8
8,17,8
7,13,16
15,18,18
3,9,5
16,16,16
14,3,1
4,8,17
7,10,5
2,10,1
15,5,12
9,12,18
13,17,15
20,7,2
13,11,16
10,2,7
7,17,16
8,18,7
9,11,6
10,14,17
3,3,8
20,18,11
2,12,14
18,15,13
3,15,20
9,12,17
8,15,17
1,15,3
20,13,14
19,14,12
3,2,3
7,19,7
6,7,10
2,6,10
4,20,9
10,6,4
10,11,6
8,9,14
1,15,14
19,11,19
14,1,12
9,1,12
1,17,12
2,2,12
4,11,9
18,11,16
7,20,13
15,20,12
5,8,18
8,13,3
6,12,14
7,8,17
19,2,12
18,12,20
8,6,9
2,16,10
20,16,6
16,2,15
16,1,8
1,17,12
18,9,17
11,19,4
16,11,4
10,11,10
17,20,7
20,1,4
13,17,12
20,13,16
19,16,18
6,2,3
14,6,6
20,20,14
13,8,1
1,1,6
6,6,12
15,1,10
1,4,9
7,6,8
20,14,2
5,1,16
15,4,16
12,6,19
7,5,5
13,18,12
17,16,6
10,17,9
15,16,5
16,8,10
19,17,10
5,8,6
3,13,5
17,19,8
6,16,2
11,14,13
2,5,1
18,14,16
7,11,11
3,20,3
11,5,11
2,15,3
18,5,8
2,15,3
7,10,17
6,3,13
5,4,16
14,19,10
4,3,5
17,12,6
18,10,10
5,8,6
18,2,7
17,6,15
7,12,15
5,2,7
15,19,12
1,18,15
4,1,10
12,4,8
13,16,5
13,2,4
12,5,12
20,19,14
14,20,5
3,3,13
10,14,9
3,19,19
2,14,4
4,11,6
19,20,4
9,12,14
3,8,7
4,12,2
7,3,3
15,17,20
11,8,17
15,16,2
2,10,9
8,18,9
10,5,6
9,8,1
16,2,16
5,5,12
5,12,19
10,18,2
8,14,1
11,14,2
11,11,4
13,6,8
1,7,10
18,19,5
17,14,13
12,3,16
11,11,8
10,6,9
5,2,7
13,13,17
7,9,14
11,12,20
6,7,2
7,8,12
8,5,5
12,14,19
4,14,5
2,3,7
13,5,3
15,16,1
19,1,5
8,9,8
12,11,3
20,4,7
11,20,6
3,11,13
9,9,20
5,15,11
12,11,16
9,6,14
15,5,5
12,6,5
8,4,3
9,16,15
4,17,19
15,10,4
9,8,20
2,7,5
19,8,12
4,9,2
14,16,10
4,16,6
16,16,7
11,8,6
5,15,15
20,5,11
14,9,3
16,19,7
19,1,10
5,16,4
18,2,11
18,10,2
5,1,19
